customer_id,campaign_id,channel,spend,spend_date
389,CMP-2026-08-C,paid_search,97.04,2026-08-09
311,CMP-2026-08-C,social,30.55,2026-08-18
3,CMP-2026-08-C,social,74.29,2026-08-09
351,CMP-2026-08-A,display,32.48,2026-08-05
267,CMP-2026-08-B,display,53.88,2026-08-10
187,CMP-2026-08-B,social,13.83,2026-08-10
407,CMP-2026-08-A,paid_search,22.39,2026-08-10
96,CMP-2026-08-B,paid_search,58.00,2026-08-05
268,CMP-2026-08-D,display,13.52,2026-08-12
161,CMP-2026-08-D,paid_search,22.40,2026-08-16
36,CMP-2026-08-A,email,69.89,2026-08-14
360,CMP-2026-08-A,email,28.70,2026-08-19
81,CMP-2026-08-B,social,58.17,2026-08-11
302,CMP-2026-08-C,social,29.63,2026-08-18
391,CMP-2026-08-C,paid_search,53.40,2026-08-10
429,CMP-2026-08-C,social,44.60,2026-08-16
186,CMP-2026-08-C,social,25.60,2026-08-11
93,CMP-2026-08-C,social,27.37,2026-08-11
384,CMP-2026-08-D,display,83.31,2026-08-18
146,CMP-2026-08-B,social,75.20,2026-08-09
473,CMP-2026-08-B,paid_search,12.41,2026-08-01
316,CMP-2026-08-A,paid_search,30.60,2026-08-07
427,CMP-2026-08-C,paid_search,25.54,2026-08-14
410,CMP-2026-08-C,paid_search,42.06,2026-08-18
353,CMP-2026-08-C,social,45.45,2026-08-12
431,CMP-2026-08-B,display,198.38,2026-08-11
278,CMP-2026-08-A,display,17.62,2026-08-03
112,CMP-2026-08-A,paid_search,72.88,2026-08-18
392,CMP-2026-08-A,display,56.61,2026-08-07
446,CMP-2026-08-B,paid_search,134.52,2026-08-05
362,CMP-2026-08-A,email,22.54,2026-08-16
354,CMP-2026-08-D,display,51.92,2026-08-18
249,CMP-2026-08-C,social,10.46,2026-08-13
385,CMP-2026-08-D,paid_search,50.95,2026-08-08
101,CMP-2026-08-C,social,19.83,2026-08-19
249,CMP-2026-08-B,display,12.83,2026-08-08
78,CMP-2026-08-C,social,25.32,2026-08-05
284,CMP-2026-08-C,social,8.78,2026-08-05
9,CMP-2026-08-A,display,7.57,2026-08-07
332,CMP-2026-08-D,paid_search,71.20,2026-08-14
493,CMP-2026-08-B,paid_search,280.27,2026-08-15
50,CMP-2026-08-D,display,53.34,2026-08-09
5,CMP-2026-08-D,paid_search,38.06,2026-08-09
77,CMP-2026-08-C,social,34.68,2026-08-08
99,CMP-2026-08-D,paid_search,229.20,2026-08-19
187,CMP-2026-08-C,email,10.06,2026-08-18
77,CMP-2026-08-A,display,79.09,2026-08-03
214,CMP-2026-08-C,paid_search,144.74,2026-08-07
457,CMP-2026-08-A,display,28.71,2026-08-16
387,CMP-2026-08-D,paid_search,61.33,2026-08-16
54,CMP-2026-08-B,paid_search,24.29,2026-08-07
52,CMP-2026-08-A,paid_search,130.33,2026-08-12
42,CMP-2026-08-A,display,167.52,2026-08-04
62,CMP-2026-08-D,display,263.22,2026-08-01
140,CMP-2026-08-C,social,63.91,2026-08-16
232,CMP-2026-08-B,paid_search,94.21,2026-08-08
397,CMP-2026-08-D,display,173.57,2026-08-18
498,CMP-2026-08-D,display,27.38,2026-08-19
117,CMP-2026-08-A,email,105.40,2026-08-02
297,CMP-2026-08-A,display,24.56,2026-08-10
244,CMP-2026-08-A,display,6.63,2026-08-17
54,CMP-2026-08-D,paid_search,116.73,2026-08-11
185,CMP-2026-08-C,paid_search,25.34,2026-08-09
422,CMP-2026-08-D,paid_search,14.64,2026-08-14
137,CMP-2026-08-A,display,57.69,2026-08-07
158,CMP-2026-08-A,display,118.21,2026-08-02
65,CMP-2026-08-B,social,105.00,2026-08-10
370,CMP-2026-08-D,display,218.45,2026-08-06
413,CMP-2026-08-C,social,19.88,2026-08-14
318,CMP-2026-08-C,email,158.97,2026-08-12
122,CMP-2026-08-D,paid_search,24.87,2026-08-17
394,CMP-2026-08-D,paid_search,110.21,2026-08-19
77,CMP-2026-08-C,email,56.32,2026-08-06
5,CMP-2026-08-D,display,48.09,2026-08-12
353,CMP-2026-08-D,display,213.09,2026-08-06
468,CMP-2026-08-D,display,6.10,2026-08-10
172,CMP-2026-08-A,display,31.96,2026-08-01
181,CMP-2026-08-B,paid_search,13.67,2026-08-17
245,CMP-2026-08-B,social,46.62,2026-08-04
472,CMP-2026-08-B,paid_search,33.31,2026-08-01
312,CMP-2026-08-C,email,18.62,2026-08-04
104,CMP-2026-08-B,paid_search,36.70,2026-08-10
330,CMP-2026-08-D,display,72.69,2026-08-02
359,CMP-2026-08-D,display,5.00,2026-08-03
430,CMP-2026-08-D,paid_search,27.97,2026-08-13
492,CMP-2026-08-C,email,32.51,2026-08-14
224,CMP-2026-08-A,paid_search,71.78,2026-08-01
2,CMP-2026-08-D,paid_search,8.81,2026-08-03
47,CMP-2026-08-D,display,33.95,2026-08-09
53,CMP-2026-08-C,email,17.11,2026-08-15
159,CMP-2026-08-A,paid_search,8.11,2026-08-08
436,CMP-2026-08-C,email,139.43,2026-08-17
333,CMP-2026-08-C,social,14.30,2026-08-17
153,CMP-2026-08-C,social,32.65,2026-08-07
364,CMP-2026-08-C,paid_search,122.08,2026-08-04
14,CMP-2026-08-B,paid_search,26.28,2026-08-18
27,CMP-2026-08-B,display,6.10,2026-08-01
44,CMP-2026-08-A,email,115.66,2026-08-05
109,CMP-2026-08-A,display,15.81,2026-08-10
185,CMP-2026-08-A,paid_search,60.18,2026-08-08
130,CMP-2026-08-B,paid_search,28.24,2026-08-19
57,CMP-2026-08-C,email,27.10,2026-08-07
355,CMP-2026-08-D,display,29.98,2026-08-07
456,CMP-2026-08-A,paid_search,122.65,2026-08-06
147,CMP-2026-08-D,display,65.49,2026-08-02
303,CMP-2026-08-B,social,82.95,2026-08-15
236,CMP-2026-08-B,display,59.69,2026-08-12
218,CMP-2026-08-A,paid_search,42.15,2026-08-10
298,CMP-2026-08-B,social,9.45,2026-08-17
147,CMP-2026-08-D,paid_search,74.54,2026-08-05
256,CMP-2026-08-A,paid_search,25.20,2026-08-15
203,CMP-2026-08-B,display,29.91,2026-08-15
451,CMP-2026-08-C,paid_search,37.36,2026-08-08
216,CMP-2026-08-A,social,15.79,2026-08-04
338,CMP-2026-08-A,social,7.92,2026-08-14
411,CMP-2026-08-C,paid_search,46.78,2026-08-01
475,CMP-2026-08-A,paid_search,67.08,2026-08-02
427,CMP-2026-08-A,paid_search,91.17,2026-08-16
229,CMP-2026-08-B,display,36.53,2026-08-01
37,CMP-2026-08-A,social,43.96,2026-08-14
146,CMP-2026-08-C,email,11.87,2026-08-16
255,CMP-2026-08-A,display,22.97,2026-08-03
123,CMP-2026-08-A,paid_search,12.44,2026-08-02
490,CMP-2026-08-D,display,129.60,2026-08-01
4,CMP-2026-08-C,email,5.00,2026-08-03
451,CMP-2026-08-A,display,28.80,2026-08-10
391,CMP-2026-08-C,paid_search,92.14,2026-08-17
191,CMP-2026-08-D,display,42.16,2026-08-07
436,CMP-2026-08-B,paid_search,21.23,2026-08-09
213,CMP-2026-08-D,display,16.53,2026-08-12
396,CMP-2026-08-A,social,28.70,2026-08-13
366,CMP-2026-08-C,social,21.23,2026-08-03
230,CMP-2026-08-A,display,21.65,2026-08-10
308,CMP-2026-08-A,paid_search,17.00,2026-08-10
250,CMP-2026-08-D,display,50.90,2026-08-09
483,CMP-2026-08-A,email,27.82,2026-08-05
132,CMP-2026-08-A,social,82.23,2026-08-08
480,CMP-2026-08-A,paid_search,42.06,2026-08-04
285,CMP-2026-08-C,email,19.40,2026-08-17
288,CMP-2026-08-B,paid_search,126.36,2026-08-15
389,CMP-2026-08-D,paid_search,56.29,2026-08-13
11,CMP-2026-08-B,paid_search,74.39,2026-08-13
499,CMP-2026-08-C,paid_search,150.05,2026-08-03
82,CMP-2026-08-C,social,15.25,2026-08-17
418,CMP-2026-08-A,display,25.47,2026-08-09
13,CMP-2026-08-A,paid_search,15.95,2026-08-02
307,CMP-2026-08-D,display,61.67,2026-08-13
86,CMP-2026-08-D,paid_search,11.83,2026-08-10
113,CMP-2026-08-D,paid_search,13.10,2026-08-06
455,CMP-2026-08-B,paid_search,42.14,2026-08-03
6,CMP-2026-08-B,social,24.89,2026-08-17
366,CMP-2026-08-C,email,171.95,2026-08-15
4,CMP-2026-08-B,paid_search,57.82,2026-08-05
360,CMP-2026-08-C,email,11.22,2026-08-02
102,CMP-2026-08-C,social,34.50,2026-08-07
274,CMP-2026-08-B,social,104.97,2026-08-01
224,CMP-2026-08-A,email,13.02,2026-08-06
129,CMP-2026-08-C,email,64.15,2026-08-09
208,CMP-2026-08-D,display,87.55,2026-08-07
500,CMP-2026-08-A,display,70.54,2026-08-12
63,CMP-2026-08-C,social,63.99,2026-08-16
174,CMP-2026-08-A,display,135.39,2026-08-18
234,CMP-2026-08-C,email,5.00,2026-08-04
23,CMP-2026-08-C,email,57.25,2026-08-13
422,CMP-2026-08-A,email,50.27,2026-08-18
319,CMP-2026-08-C,social,60.15,2026-08-12
340,CMP-2026-08-A,paid_search,37.48,2026-08-12
85,CMP-2026-08-A,display,19.72,2026-08-13
233,CMP-2026-08-C,paid_search,14.83,2026-08-10
400,CMP-2026-08-C,paid_search,22.23,2026-08-01
127,CMP-2026-08-C,email,155.97,2026-08-04
319,CMP-2026-08-D,paid_search,39.87,2026-08-01
84,CMP-2026-08-D,paid_search,7.79,2026-08-14
148,CMP-2026-08-C,social,149.57,2026-08-06
183,CMP-2026-08-C,social,42.94,2026-08-18
217,CMP-2026-08-B,paid_search,10.15,2026-08-04
169,CMP-2026-08-C,paid_search,112.65,2026-08-15
262,CMP-2026-08-B,display,153.79,2026-08-02
477,CMP-2026-08-D,display,37.55,2026-08-11
58,CMP-2026-08-B,display,133.07,2026-08-01
179,CMP-2026-08-B,display,111.91,2026-08-18
380,CMP-2026-08-A,display,77.35,2026-08-06
425,CMP-2026-08-C,social,218.00,2026-08-11
459,CMP-2026-08-C,paid_search,13.65,2026-08-14
22,CMP-2026-08-C,email,57.44,2026-08-17
293,CMP-2026-08-B,social,58.89,2026-08-19
371,CMP-2026-08-A,social,63.62,2026-08-08
168,CMP-2026-08-B,display,146.23,2026-08-04
6,CMP-2026-08-B,social,19.30,2026-08-05
254,CMP-2026-08-B,social,12.20,2026-08-15
41,CMP-2026-08-B,display,20.51,2026-08-06
111,CMP-2026-08-D,paid_search,16.08,2026-08-03
208,CMP-2026-08-B,display,44.78,2026-08-07
285,CMP-2026-08-B,social,41.97,2026-08-07
184,CMP-2026-08-B,display,19.13,2026-08-11
470,CMP-2026-08-C,email,18.59,2026-08-16
170,CMP-2026-08-D,paid_search,31.80,2026-08-02
69,CMP-2026-08-D,paid_search,11.98,2026-08-01
200,CMP-2026-08-D,paid_search,23.61,2026-08-12
475,CMP-2026-08-D,paid_search,68.01,2026-08-13
175,CMP-2026-08-C,email,59.22,2026-08-04
482,CMP-2026-08-B,social,46.21,2026-08-13
419,CMP-2026-08-B,paid_search,65.03,2026-08-12
416,CMP-2026-08-C,social,238.05,2026-08-09
61,CMP-2026-08-A,email,39.06,2026-08-15
255,CMP-2026-08-D,paid_search,72.77,2026-08-14
170,CMP-2026-08-A,paid_search,52.14,2026-08-16
144,CMP-2026-08-C,paid_search,67.70,2026-08-15
90,CMP-2026-08-D,display,142.87,2026-08-01
31,CMP-2026-08-A,display,108.46,2026-08-13
127,CMP-2026-08-C,paid_search,34.04,2026-08-10
438,CMP-2026-08-B,social,20.69,2026-08-15
213,CMP-2026-08-C,paid_search,14.74,2026-08-16
178,CMP-2026-08-A,display,67.44,2026-08-14
75,CMP-2026-08-A,display,10.29,2026-08-12
270,CMP-2026-08-B,paid_search,127.44,2026-08-06
198,CMP-2026-08-A,social,10.78,2026-08-08
106,CMP-2026-08-B,paid_search,63.75,2026-08-01
146,CMP-2026-08-A,display,61.41,2026-08-03
357,CMP-2026-08-C,paid_search,92.15,2026-08-12
27,CMP-2026-08-C,paid_search,27.77,2026-08-02
124,CMP-2026-08-A,email,12.57,2026-08-19
2,CMP-2026-08-B,social,209.32,2026-08-16
114,CMP-2026-08-D,paid_search,33.44,2026-08-06
308,CMP-2026-08-B,social,105.99,2026-08-12
310,CMP-2026-08-B,display,143.90,2026-08-02
356,CMP-2026-08-B,display,23.76,2026-08-07
66,CMP-2026-08-A,social,6.91,2026-08-10
169,CMP-2026-08-A,paid_search,33.89,2026-08-02
313,CMP-2026-08-A,email,81.20,2026-08-10
76,CMP-2026-08-D,paid_search,20.73,2026-08-01
432,CMP-2026-08-A,display,79.01,2026-08-14
341,CMP-2026-08-B,social,158.46,2026-08-16
207,CMP-2026-08-B,social,14.09,2026-08-02
147,CMP-2026-08-B,social,32.19,2026-08-06
42,CMP-2026-08-B,social,29.77,2026-08-08
234,CMP-2026-08-C,paid_search,23.22,2026-08-18
414,CMP-2026-08-D,display,89.51,2026-08-11
460,CMP-2026-08-A,paid_search,21.20,2026-08-01
61,CMP-2026-08-D,paid_search,43.60,2026-08-11
285,CMP-2026-08-B,display,50.43,2026-08-15
232,CMP-2026-08-D,paid_search,42.47,2026-08-18
309,CMP-2026-08-C,email,44.85,2026-08-01
151,CMP-2026-08-C,paid_search,33.08,2026-08-18
297,CMP-2026-08-C,paid_search,100.98,2026-08-11
101,CMP-2026-08-A,display,15.39,2026-08-12
423,CMP-2026-08-C,email,16.42,2026-08-12
386,CMP-2026-08-C,paid_search,20.64,2026-08-02
14,CMP-2026-08-D,display,37.37,2026-08-12
428,CMP-2026-08-B,display,14.33,2026-08-10
399,CMP-2026-08-A,social,44.31,2026-08-04
28,CMP-2026-08-C,paid_search,77.54,2026-08-05
271,CMP-2026-08-B,display,20.72,2026-08-03
182,CMP-2026-08-C,social,18.47,2026-08-09
473,CMP-2026-08-A,display,126.03,2026-08-10
119,CMP-2026-08-B,social,28.96,2026-08-10
111,CMP-2026-08-C,social,5.00,2026-08-03
457,CMP-2026-08-A,display,127.46,2026-08-05
268,CMP-2026-08-C,social,36.56,2026-08-14
63,CMP-2026-08-C,paid_search,15.89,2026-08-04
286,CMP-2026-08-A,email,36.65,2026-08-07
140,CMP-2026-08-D,display,91.56,2026-08-08
185,CMP-2026-08-A,social,30.20,2026-08-02
495,CMP-2026-08-D,paid_search,42.54,2026-08-02
290,CMP-2026-08-A,display,93.26,2026-08-17
26,CMP-2026-08-C,social,84.24,2026-08-14
217,CMP-2026-08-A,social,62.46,2026-08-05
317,CMP-2026-08-C,social,44.84,2026-08-12
469,CMP-2026-08-C,email,35.98,2026-08-09
432,CMP-2026-08-B,display,26.85,2026-08-13
272,CMP-2026-08-B,paid_search,159.61,2026-08-16
24,CMP-2026-08-D,display,19.52,2026-08-12
218,CMP-2026-08-B,paid_search,63.55,2026-08-15
494,CMP-2026-08-B,paid_search,8.08,2026-08-01
52,CMP-2026-08-B,social,71.57,2026-08-18
209,CMP-2026-08-C,social,40.12,2026-08-06
16,CMP-2026-08-D,display,113.15,2026-08-19
53,CMP-2026-08-B,social,51.07,2026-08-19
62,CMP-2026-08-D,paid_search,47.03,2026-08-13
28,CMP-2026-08-C,paid_search,18.80,2026-08-04
409,CMP-2026-08-D,display,23.94,2026-08-07
454,CMP-2026-08-A,display,127.73,2026-08-09
12,CMP-2026-08-C,social,28.06,2026-08-15
269,CMP-2026-08-A,email,98.72,2026-08-14
449,CMP-2026-08-B,display,12.52,2026-08-02
76,CMP-2026-08-B,paid_search,95.76,2026-08-08
468,CMP-2026-08-A,social,43.71,2026-08-02
66,CMP-2026-08-B,social,68.95,2026-08-07
118,CMP-2026-08-C,social,20.92,2026-08-15
393,CMP-2026-08-C,email,11.50,2026-08-08
279,CMP-2026-08-D,paid_search,52.46,2026-08-14
172,CMP-2026-08-D,display,187.44,2026-08-10
409,CMP-2026-08-D,display,38.67,2026-08-19
116,CMP-2026-08-C,paid_search,37.00,2026-08-04
204,CMP-2026-08-A,display,15.62,2026-08-05
205,CMP-2026-08-C,paid_search,38.02,2026-08-15
478,CMP-2026-08-C,paid_search,70.71,2026-08-13
221,CMP-2026-08-D,display,24.83,2026-08-11
74,CMP-2026-08-D,display,15.40,2026-08-05
476,CMP-2026-08-A,email,19.25,2026-08-02
278,CMP-2026-08-B,display,47.36,2026-08-03
315,CMP-2026-08-B,social,86.53,2026-08-02
437,CMP-2026-08-A,social,221.27,2026-08-07
361,CMP-2026-08-B,social,87.38,2026-08-17
437,CMP-2026-08-A,display,36.99,2026-08-03
48,CMP-2026-08-A,paid_search,135.27,2026-08-14
121,CMP-2026-08-B,display,14.73,2026-08-08
232,CMP-2026-08-C,paid_search,8.91,2026-08-13
176,CMP-2026-08-C,email,7.69,2026-08-15
267,CMP-2026-08-D,paid_search,67.96,2026-08-01
362,CMP-2026-08-C,email,28.41,2026-08-18
135,CMP-2026-08-A,display,54.24,2026-08-05
300,CMP-2026-08-C,email,62.12,2026-08-14
86,CMP-2026-08-A,social,58.32,2026-08-19
131,CMP-2026-08-C,social,34.42,2026-08-15
161,CMP-2026-08-C,paid_search,53.73,2026-08-17
59,CMP-2026-08-D,display,12.78,2026-08-02
144,CMP-2026-08-B,paid_search,61.40,2026-08-19
396,CMP-2026-08-D,display,20.21,2026-08-17
177,CMP-2026-08-D,display,8.81,2026-08-01
376,CMP-2026-08-A,email,33.00,2026-08-05
30,CMP-2026-08-C,paid_search,29.20,2026-08-02
98,CMP-2026-08-C,email,92.39,2026-08-10
164,CMP-2026-08-B,display,28.02,2026-08-15
45,CMP-2026-08-A,email,18.83,2026-08-03
410,CMP-2026-08-A,social,21.55,2026-08-14
417,CMP-2026-08-B,social,8.68,2026-08-18
176,CMP-2026-08-A,display,51.22,2026-08-12
185,CMP-2026-08-D,display,29.28,2026-08-18
331,CMP-2026-08-D,display,16.07,2026-08-11
25,CMP-2026-08-C,social,15.05,2026-08-15
23,CMP-2026-08-C,social,30.32,2026-08-13
127,CMP-2026-08-D,paid_search,15.66,2026-08-01
457,CMP-2026-08-B,display,9.27,2026-08-04
114,CMP-2026-08-D,paid_search,22.97,2026-08-10
118,CMP-2026-08-A,social,41.68,2026-08-07
380,CMP-2026-08-B,paid_search,74.61,2026-08-14
209,CMP-2026-08-D,display,12.15,2026-08-16
73,CMP-2026-08-C,social,34.24,2026-08-18
329,CMP-2026-08-A,display,143.66,2026-08-03
234,CMP-2026-08-B,social,38.68,2026-08-04
48,CMP-2026-08-C,email,24.27,2026-08-04
77,CMP-2026-08-D,paid_search,27.08,2026-08-06
286,CMP-2026-08-A,social,61.57,2026-08-15
29,CMP-2026-08-D,display,14.50,2026-08-11
213,CMP-2026-08-A,paid_search,32.10,2026-08-02
242,CMP-2026-08-A,email,55.38,2026-08-08
69,CMP-2026-08-C,paid_search,145.62,2026-08-18
141,CMP-2026-08-C,paid_search,65.04,2026-08-04
217,CMP-2026-08-D,display,57.06,2026-08-11
268,CMP-2026-08-C,paid_search,45.80,2026-08-02
22,CMP-2026-08-C,paid_search,13.19,2026-08-17
104,CMP-2026-08-B,social,37.93,2026-08-03
451,CMP-2026-08-C,social,167.82,2026-08-07
84,CMP-2026-08-D,paid_search,21.40,2026-08-02
52,CMP-2026-08-C,social,9.90,2026-08-16
368,CMP-2026-08-D,display,50.73,2026-08-02
2,CMP-2026-08-D,display,132.44,2026-08-18
440,CMP-2026-08-C,email,57.73,2026-08-07
308,CMP-2026-08-D,paid_search,109.99,2026-08-06
72,CMP-2026-08-D,paid_search,198.07,2026-08-18
56,CMP-2026-08-C,email,19.11,2026-08-12
232,CMP-2026-08-C,social,36.55,2026-08-11
190,CMP-2026-08-B,social,52.96,2026-08-11
32,CMP-2026-08-A,social,41.37,2026-08-17
463,CMP-2026-08-B,social,31.87,2026-08-07
162,CMP-2026-08-C,email,24.88,2026-08-07
404,CMP-2026-08-C,social,45.92,2026-08-10
39,CMP-2026-08-B,paid_search,21.69,2026-08-09
462,CMP-2026-08-C,social,22.50,2026-08-04
190,CMP-2026-08-D,display,21.35,2026-08-16
71,CMP-2026-08-B,social,20.56,2026-08-09
405,CMP-2026-08-C,social,15.53,2026-08-14
24,CMP-2026-08-C,social,62.21,2026-08-06
117,CMP-2026-08-A,email,23.02,2026-08-09
299,CMP-2026-08-D,paid_search,23.16,2026-08-09
391,CMP-2026-08-D,paid_search,57.67,2026-08-07
428,CMP-2026-08-D,display,140.59,2026-08-18
111,CMP-2026-08-C,social,52.70,2026-08-11
382,CMP-2026-08-C,social,10.77,2026-08-15
317,CMP-2026-08-D,paid_search,30.23,2026-08-15
41,CMP-2026-08-D,display,18.68,2026-08-04
171,CMP-2026-08-B,paid_search,42.38,2026-08-14
181,CMP-2026-08-D,paid_search,32.68,2026-08-03
147,CMP-2026-08-C,email,177.15,2026-08-10
478,CMP-2026-08-C,paid_search,124.41,2026-08-05
87,CMP-2026-08-C,social,74.94,2026-08-16
498,CMP-2026-08-C,social,71.41,2026-08-05
111,CMP-2026-08-A,social,33.16,2026-08-05
229,CMP-2026-08-B,display,30.86,2026-08-04
33,CMP-2026-08-C,email,36.48,2026-08-17
456,CMP-2026-08-B,social,62.64,2026-08-05
7,CMP-2026-08-C,paid_search,12.74,2026-08-11
8,CMP-2026-08-C,paid_search,24.60,2026-08-08
2,CMP-2026-08-B,paid_search,26.13,2026-08-04
193,CMP-2026-08-C,social,49.81,2026-08-05
217,CMP-2026-08-B,paid_search,25.91,2026-08-19
48,CMP-2026-08-B,display,67.59,2026-08-16
52,CMP-2026-08-B,paid_search,22.27,2026-08-14
256,CMP-2026-08-D,display,26.23,2026-08-19
6,CMP-2026-08-C,social,30.29,2026-08-05
482,CMP-2026-08-B,paid_search,96.01,2026-08-18
147,CMP-2026-08-C,paid_search,37.19,2026-08-03
